tweet_id,token,ner,token_idx,ner_idx,entities,count_entities,onehot_entities
1380698005616005125,"['DI', 'ZAMAN', 'REZIM', 'PELINDUNG', 'KORUPTOR', ',', 'PEGAWAI', 'BADAN', 'PELINDUNG', 'KORUPTOR', 'IKUT2AN', 'JADI', 'KORUPTOR', '!', 'JawaPos', ':', 'Curi', 'Emas', '1,9', 'Kg', 'dari', 'Barang', 'Bukti', ',', 'Pegawai', 'KPK', 'Langsung', 'Dipecat', '.', 'https://t.co/h0fE0CVz7m', '#FPIdanIBHRSbukanTeroris', '#PKIMusuhSemuaAgama', '@GoogleNews']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[711, 17750, 9035, 28816, 29533, 28901, 8164, 19586, 28816, 29533, 30479, 11935, 29533, 23398, 34002, 20999, 34543, 29694, 6468, 477, 28364, 34064, 19511, 28901, 18694, 13532, 225, 15244, 19406, 13041, 13627, 29403, 21396]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 8, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 8, 12, 12, 12, 12, 12, 12, 12]","[['JawaPos', 'ORG'], ['KPK', 'ORG']]",[Counter({'ORG': 2})],001000
1380699057367130112,"['Terkait', 'bencana', 'yang', 'terjadi', 'di', 'Nusa', 'Tenggara', 'Timur', ',', 'Gubernur', 'Jawa', 'Timur', 'Khofifah', 'Indar', 'Parawansa', 'sblmnya', 'menyampaikan', 'duka', 'cita', 'mendalam', ',', 'terutama', 'kpd', 'keluarga', 'korban', 'yang', 'meninggal']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[726, 12364, 1763, 22694, 11172, 5442, 20300, 20632, 28901, 5280, 7524, 20632, 18158, 6986, 12280, 9164, 20597, 3002, 6679, 33158, 28901, 1221, 28835, 26696, 30130, 1763, 12657]","[12, 12, 12, 12, 12, 6, 1, 1, 12, 12, 12, 12, 9, 10, 10, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[['Nusa Tenggara Timur', 'LOC'], ['Khofifah Indar Parawansa', 'PER']]","[Counter({'LOC': 1, 'PER': 1})]",110000
1380700021859872769,"['@cahbagu85720623', 'mau', 'renang']","['O', 'O', 'O']","[16520, 4756, 11708]","[12, 12, 12]",[],[Counter()],000000
1380706739935318018,"['INDENPERS-MEDIA', 'Bak', 'Presiden', ',', 'Ini', 'Aksi', 'Prabowo', 'di', 'Atas', 'Limusin', 'Kor', '.', 'https://t.co/6r5azDlaVE']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']","[3227, 33577, 32198, 28901, 300, 31444, 5106, 11172, 10275, 1615, 33178, 19406, 27942]","[8, 12, 12, 12, 12, 12, 9, 12, 12, 12, 12, 12, 12]","[['INDENPERS-MEDIA', 'ORG'], ['Prabowo', 'PER']]","[Counter({'ORG': 1, 'PER': 1})]",101000
1380716397886533633,"['RT', '@umaralims', ':', '@geloraco', 'Kenapa', '_', '???', 'NU', '10', 'thn', 'terakhir', '(', 'selama', 'kepemimpinan', 'SAS', ')', 'kehilangan', 'kehormatan', 'dan', 'kepercayaan', 'Nahdiyin', '_', 'NU', 'dalam', 'sejarah', 'dekat', 'dgn', 'Nasakom', ',', 'Rezim', 'Megawati', 'dan', 'kini', 'kembali', 'lebih', 'mesrah', 'dgn', 'Jokowi', '(', 'PDIP']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-WA', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG']","[31041, 28625, 20999, 7581, 16332, 19496, 23923, 21682, 33989, 30675, 23719, 23626, 31897, 4732, 2279, 1136, 32175, 28509, 22325, 10172, 34229, 19496, 21682, 5136, 33797, 3875, 29192, 25453, 28901, 971, 866, 22325, 23240, 20705, 283, 1554, 29192, 25116, 23626, 237]","[12, 12, 12, 12, 12, 12, 12, 8, 12, 12, 12, 12, 12, 12, 9, 12, 12, 12, 12, 12, 8, 12, 8, 12, 12, 12, 12, 5, 12, 8, 0, 12, 12, 12, 12, 12, 12, 9, 12, 8]","[['NU', 'ORG'], ['SAS', 'PER'], ['Nahdiyin', 'ORG'], ['NU', 'ORG'], ['Nasakom', 'WA'], ['Rezim Megawati', 'ORG'], ['Jokowi', 'PER'], ['PDIP', 'ORG']]","[Counter({'ORG': 5, 'PER': 2, 'WA': 1})]",101010
1380717683470082049,"['Bentuk', 'Detasemen', 'Kawal', 'Khusus', 'Prabowo', 'Turun', 'Sendiri', 'Memilih', 'Orang-orangnya', 'https://t.co/PVRT6s7vKc', '#Terbaru', '#berita', '#bisnis']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[24274, 28701, 25946, 25212, 5106, 32305, 4906, 32539, 24377, 7186, 23894, 13741, 27310]","[12, 8, 0, 0, 9, 12, 12, 12, 12, 12, 12, 12, 12]","[['Detasemen Kawal Khusus', 'ORG'], ['Prabowo', 'PER']]","[Counter({'ORG': 1, 'PER': 1})]",101000
1380722811493318659,"['@ShopeeID', 'Wahai', 'orang-orang', 'yang', 'beriman', ',', 'Bersabarlah', 'kamu', 'dan', 'kuatkanlah', 'kesabaranmu', 'dan', 'tetaplah', 'bersiap-siaga', 'dan', 'bertakwalah', 'kepada', 'Allah', 'agar', 'kamu', 'beruntung', '.', '–', '(', 'Q.S', 'Ali', 'Imran', '[3]', ':', '200)', 'SHOPEE', '#44ShopeeMamamoo', '#ShopeexMamamoo', '#AdaMamamoodiShopee']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'O']","[25692, 23735, 10780, 1763, 34385, 28901, 23840, 34068, 22325, 30948, 34012, 22325, 18653, 17101, 22325, 34314, 21879, 24418, 2549, 34068, 16121, 19406, 26424, 23626, 17945, 33343, 4003, 10422, 20999, 8226, 1682, 12068, 27903, 17715]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 2, 12, 12, 12]","[['SHOPEE', 'PROD']]",[Counter({'PROD': 1})],000100
1380722868967796736,"['RT', '@amirnadhi', ':', 'One', 'of', 'my', 'best', 'ramadhan', 'moment', 'adalah', 'dapat', 'buat', '“iftar', 'hopping”', '-', 'bukan', 'di', 'kedai', 'makan', 'tetapi', 'di', 'beberapa', 'rumah', 'kawan2', '.', 'Habis', 'kelas', 'plan', 'nak', 'lawat', 'rumah', 'mana', ',', 'dapatlah', 'menziarahi', 'mereka', 'yang', 'dah', 'lama', 'tak', 'jumpa', ',', 'bawa', 'makanan', 'berbuka', ',', 'merasa', 'masakan', 'tuan', 'rumah', ',', 'berjemaah', 'sama-sama', 'https://t.co/b5Oo00LamZ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[31041, 24970, 20999, 23437, 10619, 2241, 7166, 15959, 5527, 27314, 5631, 17010, 1811, 32387, 15891, 9196, 11172, 2326, 19917, 18506, 11172, 27750, 13865, 25665, 19406, 26098, 20121, 29106, 20635, 30936, 13865, 20028, 28901, 18526, 27976, 29990, 1763, 27998, 31035, 5638, 34941, 28901, 2190, 23221, 33284, 28901, 2182, 24247, 14238, 13865, 28901, 19439, 12911, 20604]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",[],[Counter()],000000
1380724949082509313,"['#Jogja', '|', 'Serikat', 'Pekerja', 'di', 'Gunungkidul', 'Tolak', 'Pemberian', 'THR', 'dengan', 'Sistem', 'Dicicil', '-', 'Haria', 'https://t.co/vH1OFTvIO2']","['B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[18882, 17977, 31264, 25839, 11172, 28103, 27506, 5733, 30641, 13864, 24233, 8692, 15891, 1334, 16470]","[6, 12, 12, 12, 12, 6, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[['#Jogja', 'LOC'], ['Gunungkidul', 'LOC']]",[Counter({'LOC': 2})],010000
1380728606209449984,"['@basetoko', '��NETFLIX', 'ANTI', 'HOLD��', '-', 'sharing', '��1', 'Bulan', '30k', '��3', 'Bulan', '70k', '-', 'private', '��1', 'Bulan', '120k', '��3', 'Bulan', '260k', '��Perpanjang', '+', '5k', '��', 'Testi', 'ada', 'di', 'bio', '✓', 'Trusted', '✓', 'Legal', '✓', 'Full', 'Garansi', '✓', 'Murce', '��', 'DM/WA[https://t.co/DvNyUxCDJL', ']', '��', 'Payment', ':', 'DANA', '•', 'OVO', '•', 'SHOPEE', 'PAY•', 'GOPAY', '•', 'QRIS']","['O', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'B-PROD', 'O', 'B-PROD', 'I-PROD', 'B-PROD', 'O', 'B-PROD']","[16267, 19441, 3782, 18590, 15891, 18709, 12687, 26222, 31577, 9879, 26222, 20865, 15891, 1295, 12687, 26222, 10253, 9879, 26222, 12708, 12894, 30095, 16447, 8527, 12692, 29853, 11172, 12940, 2227, 14217, 2227, 34135, 2227, 7396, 27507, 2227, 26688, 8527, 33982, 32159, 8527, 1512, 20999, 8088, 20640, 9901, 20640, 1682, 23270, 4085, 20640, 5317]","[12, 2, 3, 3, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 2, 12, 12, 12, 12, 2, 12, 2, 12, 2, 3, 2, 12, 2]","[['��NETFLIX ANTI HOLD��', 'PROD'], ['DM/WA[https://t.co/DvNyUxCDJL', 'PROD'], ['DANA', 'PROD'], ['OVO', 'PROD'], ['SHOPEE PAY•', 'PROD'], ['GOPAY', 'PROD'], ['QRIS', 'PROD']]",[Counter({'PROD': 7})],000100
1380732957199978496,"['#colbar', 'langsung', 'yang', 'di', 'jogja', '#gayjogja']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","[22054, 16002, 1763, 11172, 21383, 33908]","[12, 12, 12, 12, 6, 12]","[['jogja', 'LOC']]",[Counter({'LOC': 1})],010000
1380733534575362050,"['fwb', 'ada', 'rekomen', 'parfum', 'cowok', 'ga', '?', 'budget', '100-200k', 'tapi', 'yg', 'tahan', 'seharian', 'dan', 'wanginya', 'manly', 'ga', 'manis', 'rep', 'yaa', 'makasih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[31739, 29853, 32313, 23484, 2755, 22696, 29382, 31915, 30817, 29136, 25310, 34589, 30985, 22325, 2704, 5834, 22696, 21127, 3596, 33707, 19639]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",[],[Counter()],000000
1380734036914499588,"['Pada', 'kasus', 'Marsinah', 'juga', 'terjadi', 'pelanggaran', 'hak', 'atas', 'kondisi', 'yang', 'adil', 'dan', 'menguntungkan', 'di', 'tempat', 'kerja', ',', 'termasuk', 'hak', 'mendapatkan', 'upah', 'yang', 'layak', 'dan', 'hak', 'mendapatkan', 'penghidupan', 'yang', 'layak', 'bagi', 'dirinya', 'dan', 'keluarganya']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[15588, 30050, 11533, 20046, 22694, 4713, 33791, 33484, 33224, 1763, 20840, 22325, 28136, 11172, 8702, 26833, 28901, 22744, 33791, 16495, 4583, 1763, 27546, 22325, 33791, 16495, 6390, 1763, 27546, 27814, 1929, 22325, 24077]","[12, 12, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]","[['Marsinah', 'PER']]",[Counter({'PER': 1})],100000
1380735296720019457,"['Gubernur', 'Khofifah', 'Terima', 'Lencana', 'Kehormatan', 'Asthabrata', 'dari', 'IKAPTK', 'https://t.co/enN89BpcmE']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[5280, 18158, 12294, 31871, 20082, 8792, 28364, 12446, 32613]","[12, 9, 12, 12, 12, 12, 12, 8, 12]","[['Khofifah', 'PER'], ['IKAPTK', 'ORG']]","[Counter({'PER': 1, 'ORG': 1})]",101000
1380735301916663812,"['@mengletha', '.', 'HELOO', 'beli', 'di', '@akuyench', 'dia', 'jual', 'app', 'premium', 'murah', 'dan', 'bergaransi', 'ya����\u200d♀️', '✨Trusted', '✨Legal', '✨Garansi', '��bank.dana.ovo.gopay.shopeepay', '❕testi', 'cek', 'ig', 'bundz', 'T', 'yg', 'jual', 'spotify', 'netflix', 'canva', 'viu', 'youtube', 'yt', 'iflix', 'vip', 'wetv', 'disney+hotstar', 'hs', 'premium', 'https://t.co/6qcEE9jBFI']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O', 'B-PROD', 'O', 'O', 'O', 'O', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'I-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'I-PROD', 'O']","[3078, 19406, 33669, 27747, 11172, 19038, 1525, 26507, 29833, 1224, 9002, 22325, 3697, 8180, 6132, 22297, 28029, 19466, 22588, 13808, 401, 12822, 17754, 25310, 26507, 34506, 2847, 29011, 24947, 31653, 12102, 33561, 27754, 27432, 18633, 15746, 1224, 23063]","[12, 12, 12, 12, 12, 9, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 2, 12, 12, 2, 12, 12, 12, 12, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 12]","[['@akuyench', 'PER'], ['��bank.dana.ovo.gopay.shopeepay', 'PROD'], ['ig', 'PROD'], ['spotify', 'PROD'], ['netflix', 'PROD'], ['canva', 'PROD'], ['viu', 'PROD'], ['youtube', 'PROD'], ['yt', 'PROD'], ['iflix vip', 'PROD'], ['wetv', 'PROD'], ['disney+hotstar', 'PROD'], ['hs premium', 'PROD']]","[Counter({'PROD': 12, 'PER': 1})]",100100
1380735999286779905,"['@xylyyy', 'Sama', 'gue', 'juga', 'g', 'liburan��']","['O', 'O', 'O', 'O', 'O', 'O']","[23093, 28449, 26553, 20046, 2239, 3183]","[12, 12, 12, 12, 12, 12]",[],[Counter()],000000
1380737825692213250,"['@CommuterLine', 'krl', 'jogja', 'solo', 'boleh', 'membawa', 'balita']","['O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O']","[32009, 1807, 21383, 3573, 5413, 25487, 18744]","[12, 12, 6, 6, 12, 12, 12]","[['jogja', 'LOC'], ['solo', 'LOC']]",[Counter({'LOC': 2})],010000
1380737951865266180,"['ni', 'jangan', 'jangan', 'nanti', 'solo', 'jadi', 'jogja', 'wannabe', 'di', 'tahun']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","[15022, 22451, 22451, 6851, 3573, 3000, 21383, 25248, 11172, 4627]","[12, 12, 12, 12, 6, 12, 6, 12, 12, 12]","[['solo', 'LOC'], ['jogja', 'LOC']]",[Counter({'LOC': 2})],010000
1380742012450742275,"['@oma_chantik', 'iya', ',', 'oma', '.', 'mana', 'panas', 'banget', ':(', 'Saya', 'klo', 'ke', 'jogja', 'males', 'keluar', 'udah', 'PW', 'di', 'hotel']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","[14253, 25735, 28901, 3527, 19406, 20028, 23044, 22423, 21754, 9153, 6924, 7709, 21383, 1408, 18862, 5402, 10259, 11172, 6305]","[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 6, 12, 12, 12, 12, 12, 12]","[['jogja', 'LOC']]",[Counter({'LOC': 1})],010000
