tweet_id,token,ner,token_idx,ner_idx,entities,count_entities,onehot_entities
1380696593297383424,"['Menteri', 'Erick', 'Thohir', 'didampingi', 'Ridwan', 'Kamil', 'tinjau', 'Pertashop', 'di', 'Lembang', '-', 'ANTARA', 'News', 'Jawa', 'Barat', 'https://t.co/w7m7OqPbnG']","['O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PROD', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[23757, 2861, 31043, 11426, 16804, 5086, 33224, 2843, 22808, 11007, 32972, 22373, 4445, 19194, 26794, 3041]","[11, 5, 8, 11, 5, 8, 11, 3, 11, 2, 11, 1, 7, 7, 7, 11]","[['Erick Thohir', 'PER'], ['Ridwan Kamil', 'PER'], ['Pertashop', 'PROD'], ['Lembang', 'LOC'], ['ANTARA News Jawa Barat', 'ORG']]","[Counter({'PER': 2, 'PROD': 1, 'LOC': 1, 'ORG': 1})]",111100
1380699057367130112,"['Terkait', 'bencana', 'yang', 'terjadi', 'di', 'Nusa', 'Tenggara', 'Timur', ',', 'Gubernur', 'Jawa', 'Timur', 'Khofifah', 'Indar', 'Parawansa', 'sblmnya', 'menyampaikan', 'duka', 'cita', 'mendalam', ',', 'terutama', 'kpd', 'keluarga', 'korban', 'yang', 'meninggal']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[12749, 1785, 20943, 20355, 22808, 20164, 6597, 18994, 16003, 12947, 19194, 18994, 10485, 16898, 35334, 1802, 30994, 860, 8958, 34800, 16003, 29203, 26399, 16041, 20760, 20943, 20427]","[11, 11, 11, 11, 11, 2, 4, 4, 11, 11, 11, 11, 5, 8, 8, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[['Nusa Tenggara Timur', 'LOC'], ['Khofifah Indar Parawansa', 'PER']]","[Counter({'LOC': 1, 'PER': 1})]",110000
1380700021859872769,"['@cahbagu85720623', 'mau', 'renang']","['O', 'O', 'O']","[11840, 31968, 32135]","[11, 11, 11]",[],[Counter()],000000
1380716397886533633,"['RT', '@umaralims', ':', '@geloraco', 'Kenapa', '_', '???', 'NU', '10', 'thn', 'terakhir', '(', 'selama', 'kepemimpinan', 'SAS', ')', 'kehilangan', 'kehormatan', 'dan', 'kepercayaan', 'Nahdiyin', '_', 'NU', 'dalam', 'sejarah', 'dekat', 'dgn', 'Nasakom', ',', 'Rezim', 'Megawati', 'dan', 'kini', 'kembali', 'lebih', 'mesrah', 'dgn', 'Jokowi', '(', 'PDIP']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-WA', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG']","[16167, 22438, 31737, 29402, 10897, 5113, 6005, 9119, 16856, 3147, 31069, 13543, 13495, 25637, 11969, 13422, 1718, 35001, 15481, 24833, 14302, 5113, 9119, 32100, 30809, 11019, 8131, 33301, 16003, 16151, 20950, 15481, 15033, 14069, 7986, 30369, 8131, 9817, 13543, 16561]","[11, 11, 11, 11, 11, 11, 11, 1, 11, 11, 11, 11, 11, 11, 5, 11, 11, 11, 11, 11, 1, 11, 1, 11, 11, 11, 11, 6, 11, 1, 7, 11, 11, 11, 11, 11, 11, 5, 11, 1]","[['NU', 'ORG'], ['SAS', 'PER'], ['Nahdiyin', 'ORG'], ['NU', 'ORG'], ['Nasakom', 'WA'], ['Rezim Megawati', 'ORG'], ['Jokowi', 'PER'], ['PDIP', 'ORG']]","[Counter({'ORG': 5, 'PER': 2, 'WA': 1})]",101010
1380717683470082049,"['Bentuk', 'Detasemen', 'Kawal', 'Khusus', 'Prabowo', 'Turun', 'Sendiri', 'Memilih', 'Orang-orangnya', 'https://t.co/PVRT6s7vKc', '#Terbaru', '#berita', '#bisnis']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5762, 4880, 28686, 2391, 18934, 5347, 4150, 30780, 12405, 29435, 26852, 4377, 2037]","[11, 1, 7, 7, 5, 11, 11, 11, 11, 11, 11, 11, 11]","[['Detasemen Kawal Khusus', 'ORG'], ['Prabowo', 'PER']]","[Counter({'ORG': 1, 'PER': 1})]",101000
1380729945752674307,"['@Dennysiregar7', 'Artinya', ',', 'prabowo', 'takut', ',', 'kok', 'jadi', 'menhan']","['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-PER']","[11980, 34555, 16003, 22365, 6337, 16003, 28100, 5265, 25906]","[11, 11, 11, 5, 11, 11, 11, 11, 5]","[['prabowo', 'PER'], ['menhan', 'PER']]",[Counter({'PER': 2})],100000
1380732957199978496,"['#colbar', 'langsung', 'yang', 'di', 'jogja', '#gayjogja']","['O', 'O', 'O', 'O', 'B-LOC', 'O']","[7492, 21452, 20943, 22808, 24764, 24772]","[11, 11, 11, 11, 2, 11]","[['jogja', 'LOC']]",[Counter({'LOC': 1})],010000
1380733534575362050,"['fwb', 'ada', 'rekomen', 'parfum', 'cowok', 'ga', '?', 'budget', '100-200k', 'tapi', 'yg', 'tahan', 'seharian', 'dan', 'wanginya', 'manly', 'ga', 'manis', 'rep', 'yaa', 'makasih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[31752, 7634, 22576, 8686, 7315, 22075, 29995, 19377, 14419, 4555, 9075, 9622, 27267, 15481, 2052, 23550, 22075, 28727, 8281, 11734, 19305]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]",[],[Counter()],000000
1380734036914499588,"['Pada', 'kasus', 'Marsinah', 'juga', 'terjadi', 'pelanggaran', 'hak', 'atas', 'kondisi', 'yang', 'adil', 'dan', 'menguntungkan', 'di', 'tempat', 'kerja', ',', 'termasuk', 'hak', 'mendapatkan', 'upah', 'yang', 'layak', 'dan', 'hak', 'mendapatkan', 'penghidupan', 'yang', 'layak', 'bagi', 'dirinya', 'dan', 'keluarganya']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[18199, 33367, 14880, 14575, 20355, 5996, 10891, 12886, 26032, 20943, 17667, 15481, 12153, 22808, 24843, 9864, 16003, 6820, 10891, 1702, 8084, 20943, 17292, 15481, 10891, 1702, 10920, 20943, 17292, 32662, 27645, 15481, 3980]","[11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[['Marsinah', 'PER']]",[Counter({'PER': 1})],100000
1380735296720019457,"['Gubernur', 'Khofifah', 'Terima', 'Lencana', 'Kehormatan', 'Asthabrata', 'dari', 'IKAPTK', 'https://t.co/enN89BpcmE']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']","[12947, 10485, 16130, 28857, 18731, 6358, 26138, 24054, 6408]","[11, 5, 11, 11, 11, 11, 11, 1, 11]","[['Khofifah', 'PER'], ['IKAPTK', 'ORG']]","[Counter({'PER': 1, 'ORG': 1})]",101000
1380735408871415808,"['Kata', 'Gubernur', 'Khofifah', ',', 'OPOP', 'Jawa', 'Timur', 'bakal', 'berdampak', 'pada', 'pertumbuhan', 'ekonomi', 'masy']","['O', 'O', 'B-PER', 'O', 'B-PROD', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","[33211, 12947, 10485, 16003, 20745, 19194, 18994, 16429, 23273, 6650, 2323, 6076, 26228]","[11, 11, 5, 11, 3, 2, 4, 11, 11, 11, 11, 11, 11]","[['Khofifah', 'PER'], ['OPOP', 'PROD'], ['Jawa Timur', 'LOC']]","[Counter({'PER': 1, 'PROD': 1, 'LOC': 1})]",110100
1380737951865266180,"['ni', 'jangan', 'jangan', 'nanti', 'solo', 'jadi', 'jogja', 'wannabe', 'di', 'tahun']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O']","[17731, 33502, 33502, 9267, 28366, 5265, 24764, 35237, 22808, 21883]","[11, 11, 11, 11, 2, 11, 2, 11, 11, 11]","[['solo', 'LOC'], ['jogja', 'LOC']]",[Counter({'LOC': 2})],010000
1380742012450742275,"['@oma_chantik', 'iya', ',', 'oma', '.', 'mana', 'panas', 'banget', ':(', 'Saya', 'klo', 'ke', 'jogja', 'males', 'keluar', 'udah', 'PW', 'di', 'hotel']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']","[24787, 7051, 16003, 30661, 2690, 3329, 15678, 19765, 3396, 27261, 5165, 26942, 24764, 22649, 33755, 29982, 14877, 22808, 18151]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 2, 11, 11, 11, 11, 11, 11]","[['jogja', 'LOC']]",[Counter({'LOC': 1})],010000
1380742040909058048,"['@jonginiechan', 'Halooo', '��', 'aku', 'jual', 'apk', 'premium', 'legal', 'loh', 'ada', ':', 't', '.', 'jual', 'netflix', 'viu', 'spotify', 'hbo', 'iflix', 'wattpad', 'wetv', 'canva', 'drakorid', 'apple', 'musik', 'disney', 'app', 'premium', '.', 'pastinya', 'legal', ',', 'begaransi', ',', 'bukan', 'apk', 'mod', 'yaa��', 'yuk', 'kalo', 'mau', 'order', 'apk', 'premium', 'bisa', 'langsung', 'dm', 'or', 'wa', 'aja��', 'https://t.co/8J2sGv9bAA']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'B-PROD', 'I-PROD', 'B-PROD', 'I-PROD', 'I-PROD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROD', 'O', 'O']","[2469, 4819, 14700, 6065, 29293, 29776, 26972, 24810, 25947, 7634, 31737, 13218, 2690, 29293, 31298, 1178, 8858, 23584, 3810, 18237, 26100, 7426, 2139, 11524, 7670, 17093, 16946, 26972, 2690, 25429, 24810, 16003, 2743, 16003, 5906, 29776, 13399, 1568, 19707, 19353, 31968, 31933, 29776, 26972, 18029, 21452, 22312, 2053, 4838, 17514, 3126]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 3, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 3, 11, 11]","[['netflix', 'PROD'], ['viu', 'PROD'], ['spotify', 'PROD'], ['hbo', 'PROD'], ['iflix', 'PROD'], ['wattpad', 'PROD'], ['wetv', 'PROD'], ['canva', 'PROD'], ['drakorid', 'PROD'], ['apple musik', 'PROD'], ['disney app premium', 'PROD'], ['wa', 'PROD']]",[Counter({'PROD': 12})],000100
1380742085226029060,"['Apa', 'Pendapat', 'Netizen', '?', 'Ketua', 'Umum', 'PDIP', 'Megawati', 'Soekarnoputri', 'mengimbau', 'para', 'kadernya', 'tidak', 'berpolitik', 'hanya', 'untuk', 'sekadar', 'mencari', 'uang', '.', '#TempoNasional', 'https://t.co/w6oeDq5d5i', 'Kalo', 'Ngembat', 'Uang', 'Bansos', '?', 'https://t.co/k8EFFnSN9L', 'https://t.co/08XGJkRF2W']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[4833, 5817, 23014, 29995, 33549, 11725, 16561, 20950, 17797, 21014, 32321, 30801, 30952, 19672, 20532, 7991, 30748, 21557, 8670, 2690, 8016, 23797, 24038, 20750, 29170, 15091, 29995, 17454, 8567]","[11, 11, 11, 11, 11, 11, 1, 5, 8, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[['PDIP', 'ORG'], ['Megawati Soekarnoputri', 'PER']]","[Counter({'ORG': 1, 'PER': 1})]",101000
1380742127420809216,"['Aksi', 'Prabowo', ':', 'Disebut', 'Pentagon', ',', 'Disambut', 'Korsel', 'https://t.co/TDNJvFRt5a']","['O', 'B-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O']","[16713, 18934, 31737, 16080, 24893, 16003, 19662, 35347, 10031]","[11, 5, 11, 11, 1, 11, 11, 1, 11]","[['Prabowo', 'PER'], ['Pentagon', 'ORG'], ['Korsel', 'ORG']]","[Counter({'ORG': 2, 'PER': 1})]",101000
1380744260547321861,"['RT', '@Romeo_RenyS', ':', 'Luar', 'biasa', '.', 'Knp', 'tdk', 'sekalian', 'saja', 'nama', ':', 'Susilo', 'Bambang', 'Yudhoyono', 'Agus', 'HarimurtiYudhoyono', 'IbasYudhoyono', 'Coba', 'di', 'patenkan', '(', 'brngkali', 'bisa', '.', 'https://t.co/Qu3s1Yoo3l']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'B-PER', 'I-PER', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[16167, 28673, 31737, 13794, 31041, 2690, 26429, 8856, 15211, 33173, 8528, 31737, 28363, 12808, 3421, 13143, 17429, 5170, 16156, 22808, 5672, 13543, 33884, 18029, 2690, 21399]","[11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 8, 8, 5, 8, 5, 11, 11, 11, 11, 11, 11, 11, 11]","[['@Romeo_RenyS', 'PER'], ['Susilo Bambang Yudhoyono', 'PER'], ['Agus HarimurtiYudhoyono', 'PER'], ['IbasYudhoyono', 'PER']]",[Counter({'PER': 4})],100000
1380745305662967810,"['@asdrftyh', 'tapi', 'ditempatku', 'emang', 'ada', 'mandi', 'bola+prosotannya']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[23231, 4555, 6354, 16990, 7634, 20117, 32968]","[11, 11, 11, 11, 11, 11, 11]",[],[Counter()],000000
1380745839711199232,"['@honcuk', 'Jogja', 'menurutku', 'jadi', 'banyak', '“luar', 'biasa”', 'karena', 'mayoritaskan', 'pelajar', 'ya', '.', 'banyak', 'yang', 'pacaran', ',', 'atau', 'sekadar', 'teman', 'dekat', ',', 'dsb', 'dsb', ',', 'jadinya', 'spesial', 'karena', 'banyak', 'kenangan']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[1543, 28368, 23186, 5265, 23880, 18200, 34808, 31989, 6423, 26057, 17981, 2690, 23880, 20943, 21999, 16003, 20143, 30748, 31986, 11019, 16003, 16280, 16280, 16003, 12147, 11897, 31989, 23880, 10049]","[11, 2, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[['Jogja', 'LOC']]",[Counter({'LOC': 1})],010000
1380754177433903107,"['@shmajn', '@LilyZali', 'Salahkah', 'makcik', 'lily', 'memperjuangkan', 'hak', 'belia', 'beliawanis', 'patut', 'diberi', 'gaji', 'setimpal..adoi', 'lah', 'makcik', 'yg', 'pangkah', 'tu', 'pun']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[23529, 29637, 5913, 30993, 4125, 14091, 10891, 17380, 24680, 14334, 10094, 5389, 35377, 4075, 30993, 9075, 15894, 19204, 178]","[11, 11, 11, 11, 5, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11]","[['lily', 'PER']]",[Counter({'PER': 1})],100000
1380755301381459968,"['RT', '@PDI_Perjuangan', ':', 'Piala', 'itu', 'diserahkan', 'langsung', 'oleh', 'Kepala', 'Otoritas', 'Jasa', 'Keuangan', '(', 'OJK', 'Regional', 'Jateng-DIY', ',', 'Aman', 'Santosa', ',', 'kepada', 'Gubernur', 'Jawa', 'Tengah', ',', 'Ganjar', 'Pranowo', 'di', 'Kantor', 'Gubernur', ',', 'Selasa', '(6/4/2021).', '#PDIPerjuangan']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O']","[16167, 22750, 31737, 19443, 16718, 14328, 21452, 11608, 6206, 16752, 22888, 10028, 13543, 28606, 34366, 22097, 16003, 7826, 27630, 16003, 21098, 12947, 19194, 21383, 16003, 33, 13203, 22808, 19091, 12947, 16003, 1560, 17856, 1818]","[11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 8, 11, 11, 11, 11, 11, 11, 5, 8, 11, 2, 4, 11, 11, 11, 11]","[['Aman Santosa', 'PER'], ['Ganjar Pranowo', 'PER'], ['Kantor Gubernur', 'LOC']]","[Counter({'PER': 2, 'LOC': 1})]",110000
