token,ner,tweet_id,index
monumen,O,1382201168995045377,32
berbentuk,O,1382201168995045377,33
cetakan,O,1382201168995045377,34
kue,O,1382201168995045377,35
cubit,O,1382201168995045377,36
.,O,1382201168995045377,37
Anies,B-PER,1382201168995045377,38
selalu,O,1382201168995045377,39
punya,O,1382201168995045377,40
cara,O,1382201168995045377,41
untuk,O,1382201168995045377,42
menghabiskan,O,1382201168995045377,43
anggaran,O,1382201168995045377,44
.,O,1382201168995045377,45
https://t.co/ynrJllYqrv,O,1382201168995045377,46
RT,O,1384838673582206976,0
@RJelata02,O,1384838673582206976,1
:,O,1384838673582206976,2
@Demokrat_AHY,O,1384838673582206976,3
@PDemokrat,O,1384838673582206976,4
@Taufiq_PD_DKI,O,1384838673582206976,5
@isari68,O,1384838673582206976,6
@SartonoHutomo,O,1384838673582206976,7
@jansen_jsp,O,1384838673582206976,8
@via_jayabaya1,O,1384838673582206976,9
@jovanltconsina,O,1384838673582206976,10
@AgusYudhoyono,O,1384838673582206976,11
@SBYudhoyono,O,1384838673582206976,12
Thanks,O,1384838673582206976,13
Demokrat,B-ORG,1384838673582206976,14
AHY,B-PER,1384838673582206976,15
udh,O,1384838673582206976,16
difollback��,O,1384838673582206976,17
RT,O,1385573262067847169,0
@ArisWila,O,1385573262067847169,1
:,O,1385573262067847169,2
Pertemuan,O,1385573262067847169,3
Mendikbud,O,1385573262067847169,4
Nadiem,B-PER,1385573262067847169,5
Makarim,I-PER,1385573262067847169,6
dg,O,1385573262067847169,7
Presiden,O,1385573262067847169,8
ke-5,O,1385573262067847169,9
&,O,1385573262067847169,10
amp,O,1385573262067847169,11
Ketum,O,1385573262067847169,12
PDIP,O,1385573262067847169,13
Ibu,O,1385573262067847169,14
Megawati,B-PER,1385573262067847169,15
Soekarno,I-PER,1385573262067847169,16
Puteri,I-PER,1385573262067847169,17
",",O,1385573262067847169,18
adalah,O,1385573262067847169,19
hal,O,1385573262067847169,20
biasa,O,1385573262067847169,21
&,O,1385573262067847169,22
amp,O,1385573262067847169,23
sangat,O,1385573262067847169,24
penting,O,1385573262067847169,25
terkait,O,1385573262067847169,26
Sejarah,O,1385573262067847169,27
Bangsa,O,1385573262067847169,28
.,O,1385573262067847169,29
Kedua,O,1385573262067847169,30
Tokoh,O,1385573262067847169,31
memiliki,O,1385573262067847169,32
tanggungjawab,O,1385573262067847169,33
yg,O,1385573262067847169,34
sama,O,1385573262067847169,35
sbg,O,1385573262067847169,36
PUTRI,O,1385573262067847169,37
PROKLAMATOR,O,1385573262067847169,38
dan,O,1385573262067847169,39
CUCU,O,1385573262067847169,40
PERINTIS,O,1385573262067847169,41
KEMERDEKAAN,O,1385573262067847169,42
"RI.""",O,1385573262067847169,43
"""",O,1385573262067847169,44
https://t.co/BaSPBEECZ6,O,1385573262067847169,45
RT,O,1387269528501981185,0
@Setiawan_Nanang,O,1387269528501981185,1
:,O,1387269528501981185,2
@infomalang,O,1387269528501981185,3
#pasarmingguinfomalang,O,1387269528501981185,4
Numpang,O,1387269528501981185,5
jualan,O,1387269528501981185,6
punya,O,1387269528501981185,7
Istri,O,1387269528501981185,8
Pempek,B-PROD,1387269528501981185,9
Zada,I-PROD,1387269528501981185,10
��,O,1387269528501981185,11
Ikan,O,1387269528501981185,12
Tenggiri,O,1387269528501981185,13
��Khas,O,1387269528501981185,14
Palembang,B-LOC,1387269528501981185,15
��Harga,O,1387269528501981185,16
:,O,1387269528501981185,17
25rb,O,1387269528501981185,18
(,O,1387269528501981185,19
1,O,1387269528501981185,20
kotak,O,1387269528501981185,21
isi,O,1387269528501981185,22
10,O,1387269528501981185,23
biji,O,1387269528501981185,24
),O,1387269528501981185,25
��Rumah,O,1387269528501981185,26
:,O,1387269528501981185,27
Perumahan,B-LOC,1387269528501981185,28
Graha,I-LOC,1387269528501981185,29
Defath,I-LOC,1387269528501981185,30
5,I-LOC,1387269528501981185,31
no.19,I-LOC,1387269528501981185,32
Tangkilsari,B-LOC,1387269528501981185,33
��IG,B-PROD,1387269528501981185,34
:,O,1387269528501981185,35
pempek_zada,B-PROD,1387269528501981185,36
��Wa,B-PROD,1387269528501981185,37
:,O,1387269528501981185,38
081333,O,1387269528501981185,39
097,O,1387269528501981185,40
037,O,1387269528501981185,41
Terimakasih,O,1387269528501981185,42
��,O,1387269528501981185,43
https://t.co/KmKx2PgSHj,O,1387269528501981185,44
RT,O,1391356938944860163,0
@danaretropolis,O,1391356938944860163,1
:,O,1391356938944860163,2
@IFnubia,O,1391356938944860163,3
@ndlahombike,O,1391356938944860163,4
itu,O,1391356938944860163,5
orang,O,1391356938944860163,6
kalo,O,1391356938944860163,7
nyepeda,O,1391356938944860163,8
di,O,1391356938944860163,9
jogja,B-LOC,1391356938944860163,10
biasanya,O,1391356938944860163,11
pake,O,1391356938944860163,12
pengawalan,O,1391356938944860163,13
ninuninu,O,1391356938944860163,14
yg,O,1391356938944860163,15
menerobos,O,1391356938944860163,16
lampu,O,1391356938944860163,17
bangjo,O,1391356938944860163,18
di,O,1391356938944860163,19
ri…,B-LOC,1391356938944860163,20
RT,O,1385558817136463873,0
@RicKY_KCh,O,1385558817136463873,1
:,O,1385558817136463873,2
Saksikan,O,1385558817136463873,3
Agus,B-PER,1385558817136463873,4
Harimurti,I-PER,1385558817136463873,5
Yudhoyono,I-PER,1385558817136463873,6
(,O,1385558817136463873,7
AHY,B-PER,1385558817136463873,8
dalam,O,1385558817136463873,9
Ngobrol,B-EV,1385558817136463873,10
Bareng,I-EV,1385558817136463873,11
Gus,I-EV,1385558817136463873,12
Miftah,I-EV,1385558817136463873,13
",",O,1385558817136463873,14
Jumat,O,1385558817136463873,15
23,O,1385558817136463873,16
Maret,O,1385558817136463873,17
2021,O,1385558817136463873,18
.,O,1385558817136463873,19
Pukul,O,1385558817136463873,20
21.00,O,1385558817136463873,21
WIB,O,1385558817136463873,22
.,O,1385558817136463873,23
@OfficialiNewsTV,O,1385558817136463873,24
https://t.co/UHyy1puzfR,O,1385558817136463873,25
RT,O,1385801490405625858,0
@sahabat_NengVia,O,1385801490405625858,1
:,O,1385801490405625858,2
Masyallah,O,1385801490405625858,3
",",O,1385801490405625858,4
Ketum,O,1385801490405625858,5
@PDemokrat,O,1385801490405625858,6
AHY,B-PER,1385801490405625858,7
menyambut,O,1385801490405625858,8
langsung,O,1385801490405625858,9
kedatangan,O,1385801490405625858,10
Presiden,B-PER,1385801490405625858,11
PKS,I-PER,1385801490405625858,12
",",O,1385801490405625858,13
agenda,O,1385801490405625858,14
"""""",O,1385801490405625858,15
Silaturahmi,O,1385801490405625858,16
Kebangsaan,O,1385801490405625858,17
"""""",O,1385801490405625858,18
.,O,1385801490405625858,19
semoga,O,1385801490405625858,20
Berkah,O,1385801490405625858,21
utk,O,1385801490405625858,22
Indonesia,B-LOC,1385801490405625858,23
2024,O,1385801490405625858,24
.,O,1385801490405625858,25
https://t.co/HuP4C96LQ0,O,1385801490405625858,26
RT,O,1391504702760656897,0
@sociotalker,O,1391504702760656897,1
:,O,1391504702760656897,2
terimakasih,O,1391504702760656897,3
yg,O,1391504702760656897,4
terhormat,O,1391504702760656897,5
Prof,O,1391504702760656897,6
.,O,1391504702760656897,7
Dr,O,1391504702760656897,8
.,O,1391504702760656897,9
Hj,O,1391504702760656897,10
.,O,1391504702760656897,11
Megawati,B-PER,1391504702760656897,12
Soekarnoputri,I-PER,1391504702760656897,13
",",O,1391504702760656897,14
MA,O,1391504702760656897,15
.,O,1391504702760656897,16
MSc,O,1391504702760656897,17
.,O,1391504702760656897,18
MPP,O,1391504702760656897,19
.,O,1391504702760656897,20
PhD,O,1391504702760656897,21
������������‍��,O,1391504702760656897,22
welcome,O,1391504702760656897,23
to,O,1391504702760656897,24
the,O,1391504702760656897,25
era,O,1391504702760656897,26
of,O,1391504702760656897,27
wangsit-based,O,1391504702760656897,28
policy,O,1391504702760656897,29
!,O,1391504702760656897,30
https://t.co/DkIAmuhQUs,O,1391504702760656897,31
RT,O,1391521550164135936,0
@MediaUmat,O,1391521550164135936,1
:,O,1391521550164135936,2
Megawati,B-PER,1391521550164135936,3
Jadi,O,1391521550164135936,4
Ketua,O,1391521550164135936,5
Dewan,B-ORG,1391521550164135936,6
Pengarah,I-ORG,1391521550164135936,7
BRIN,I-ORG,1391521550164135936,8
",",O,1391521550164135936,9
Prof,O,1391521550164135936,10
.,O,1391521550164135936,11
Fahmi,B-PER,1391521550164135936,12
Amhar,I-PER,1391521550164135936,13
:,O,1391521550164135936,14
Kontroversial,O,1391521550164135936,15
",",O,1391521550164135936,16
Karena…,O,1391521550164135936,17
https://t.co/b0GpSSO1hK,O,1391521550164135936,18
|,O,1391521550164135936,19
@mediaumat,O,1391521550164135936,20
RT,O,1382374580510097409,0
@Bujanga52295824,O,1382374580510097409,1
:,O,1382374580510097409,2
@ChusnulCh,O,1382374580510097409,3
_,O,1382374580510097409,4
@PDI_Perjuangan,O,1382374580510097409,5
Tp,O,1382374580510097409,6
rasanya,O,1382374580510097409,7
gak,O,1382374580510097409,8
mungkin,O,1382374580510097409,9
mbak,O,1382374580510097409,10
Puan,B-PER,1382374580510097409,11
lah,O,1382374580510097409,12
dr,O,1382374580510097409,13
PDIP,B-ORG,1382374580510097409,14
",",O,1382374580510097409,15
Bu,O,1382374580510097409,16
Mega,B-PER,1382374580510097409,17
jg,O,1382374580510097409,18
tau,O,1382374580510097409,19
lah,O,1382374580510097409,20
gmn,O,1382374580510097409,21
nya,O,1382374580510097409,22
.,O,1382374580510097409,23
Pasti,O,1382374580510097409,24
Pak,O,1382374580510097409,25
Ganjar,B-PER,1382374580510097409,26
lah,O,1382374580510097409,27
.,O,1382374580510097409,28
dan,O,1382374580510097409,29
kita,O,1382374580510097409,30
siap,O,1382374580510097409,31
dukung,O,1382374580510097409,32
.,O,1382374580510097409,33
Besar,O,1382374580510097409,34
pertaruhannya,O,1382374580510097409,35
itu,O,1382374580510097409,36
",",O,1382374580510097409,37
bisa,O,1382374580510097409,38
10,O,1382374580510097409,39
tahun,O,1382374580510097409,40
lg,O,1382374580510097409,41
hilang,O,1382374580510097409,42
dr,O,1382374580510097409,43
peredaran,O,1382374580510097409,44
RT,O,1386699651139530754,0
@jubidotcom,O,1386699651139530754,1
:,O,1386699651139530754,2
Sebanyak,O,1386699651139530754,3
82,O,1386699651139530754,4
PSK,O,1386699651139530754,5
yang,O,1386699651139530754,6
menghuni,O,1386699651139530754,7
lokalisasi,O,1386699651139530754,8
Yobar,B-LOC,1386699651139530754,9
di,O,1386699651139530754,10
Kabupaten,B-LOC,1386699651139530754,11
Merauke,I-LOC,1386699651139530754,12
",",O,1386699651139530754,13
telah,O,1386699651139530754,14
melakukan,O,1386699651139530754,15
vaksinasi,O,1386699651139530754,16
Covid-19,O,1386699651139530754,17
tahap,O,1386699651139530754,18
pertama,O,1386699651139530754,19
",",O,1386699651139530754,20
akhir,O,1386699651139530754,21
pekan,O,1386699651139530754,22
lalu,O,1386699651139530754,23
.,O,1386699651139530754,24
#PapuanLivesMatter,O,1386699651139530754,25
https://t.co/4FcwTUt17A,O,1386699651139530754,26
RT,O,1391003544220692485,0
@tvOneNews,O,1391003544220692485,1
:,O,1391003544220692485,2
Romantis,O,1391003544220692485,3
!,O,1391003544220692485,4
Ridwan,B-PER,1391003544220692485,5
Kamil,I-PER,1391003544220692485,6
Peluk,O,1391003544220692485,7
Erat,O,1391003544220692485,8
Istri,O,1391003544220692485,9
Usai,O,1391003544220692485,10
Sembuh,O,1391003544220692485,11
Covid,O,1391003544220692485,12
19,O,1391003544220692485,13
|,O,1391003544220692485,14
tvOne,B-PROD,1391003544220692485,15
Minute,I-PROD,1391003544220692485,16
https://t.co/b48mQ688sQ,O,1391003544220692485,17
RT,O,1383474996744376324,0
@PakarINTELek,O,1383474996744376324,1
:,O,1383474996744376324,2
Halim,B-PER,1383474996744376324,3
Iskandar,I-PER,1383474996744376324,4
sama,O,1383474996744376324,5
Muhaimin,B-PER,1383474996744376324,6
Iskandar,I-PER,1383474996744376324,7
ini,O,1383474996744376324,8
Kompak,O,1383474996744376324,9
.,O,1383474996744376324,10
Kompak,O,1383474996744376324,11
terkait,O,1383474996744376324,12
kasus,O,1383474996744376324,13
Korupsi,O,1383474996744376324,14
Kompak,O,1383474996744376324,15
mangkir,O,1383474996744376324,16
dari,O,1383474996744376324,17
KPK,B-ORG,1383474996744376324,18
Kompakkk,O,1383474996744376324,19
beneeerrr,O,1383474996744376324,20
!,O,1383474996744376324,21
,O,1383474996744376324,22
&,O,1383474996744376324,23
lt;��,O,1383474996744376324,24
https://t.co/72JyG7r4uE,O,1383474996744376324,25
RT,O,1388622335515631619,0
@yecabril,O,1388622335515631619,1
:,O,1388622335515631619,2
anti,O,1388622335515631619,3
masker,O,1388622335515631619,4
?,O,1388622335515631619,5
in,O,1388622335515631619,6
da,O,1388622335515631619,7
panera,B-ORG,1388622335515631619,8
bread,I-ORG,1388622335515631619,9
RT,O,1391063513959866379,0
@Indonesia_Pedia,O,1391063513959866379,1
:,O,1391063513959866379,2
Pembangunan,O,1391063513959866379,3
Masjid,B-LOC,1391063513959866379,4
Agung,I-LOC,1391063513959866379,5
dan,I-LOC,1391063513959866379,6
Islamic,I-LOC,1391063513959866379,7
Center,I-LOC,1391063513959866379,8
Purwokerto,I-LOC,1391063513959866379,9
resmi,O,1391063513959866379,10
dimulai,O,1391063513959866379,11
.,O,1391063513959866379,12
Hal,O,1391063513959866379,13
itu,O,1391063513959866379,14
menyusul,O,1391063513959866379,15
groundbreaking,O,1391063513959866379,16
dengan,O,1391063513959866379,17
penggalian,O,1391063513959866379,18
lubang,O,1391063513959866379,19
tiang,O,1391063513959866379,20
pancang,O,1391063513959866379,21
yang,O,1391063513959866379,22
dipimpin,O,1391063513959866379,23
Gubernur,O,1391063513959866379,24
Jawa,O,1391063513959866379,25
Tengah,O,1391063513959866379,26
",",O,1391063513959866379,27
@ganjarpranowo,B-PER,1391063513959866379,28
",",O,1391063513959866379,29
Jumat,O,1391063513959866379,30
(,O,1391063513959866379,31
7/5,O,1391063513959866379,32
https://t.co/ayzpzIiDur,O,1391063513959866379,33
RT,O,1386250840218890245,0
@Masvix,O,1386250840218890245,1
:,O,1386250840218890245,2
Dipertemukan,O,1386250840218890245,3
di,O,1386250840218890245,4
Twitter,B-PROD,1386250840218890245,5
",",O,1386250840218890245,6
ditinggalin,O,1386250840218890245,7
di,O,1386250840218890245,8
WA,B-PROD,1386250840218890245,9
RT,O,1382272207775174662,0
@nastidenpasar,O,1382272207775174662,1
:,O,1382272207775174662,2
Yang,O,1382272207775174662,3
puasa,O,1382272207775174662,4
lebih,O,1382272207775174662,5
afdol,O,1382272207775174662,6
klo,O,1382272207775174662,7
bukanya,O,1382272207775174662,8
pake,O,1382272207775174662,9
@nasgortiarbah,B-ORG,1382272207775174662,10
Cusss,O,1382272207775174662,11
cek,O,1382272207775174662,12
promo,O,1382272207775174662,13
kita,O,1382272207775174662,14
guise,O,1382272207775174662,15
di,O,1382272207775174662,16
Gofood/Grab,B-PROD,1382272207775174662,17
dikit,O,1382272207775174662,18
lagi,O,1382272207775174662,19
jam,O,1382272207775174662,20
buka,O,1382272207775174662,21
loh,O,1382272207775174662,22
!,O,1382272207775174662,23
https://t.co/mTGkoL4qmP,O,1382272207775174662,24
RT,O,1390550649188716546,0
@KemensosRI,O,1390550649188716546,1
:,O,1390550649188716546,2
Turut,O,1390550649188716546,3
mendampingi,O,1390550649188716546,4
Menteri,O,1390550649188716546,5
Energi,O,1390550649188716546,6
dan,O,1390550649188716546,7
Sumber,O,1390550649188716546,8
Daya,O,1390550649188716546,9
Mineral,O,1390550649188716546,10
Arifin,B-PER,1390550649188716546,11
Tasrif,I-PER,1390550649188716546,12
",",O,1390550649188716546,13
Menteri,O,1390550649188716546,14
Sekretaris,O,1390550649188716546,15
Negara,O,1390550649188716546,16
Pratikno,B-PER,1390550649188716546,17
",",O,1390550649188716546,18
Mensos,O,1390550649188716546,19
Risma,B-PER,1390550649188716546,20
",",O,1390550649188716546,21
Gubernur,O,1390550649188716546,22
Jawa,O,1390550649188716546,23
Timur,O,1390550649188716546,24
@KhofifahIP,B-PER,1390550649188716546,25
",",O,1390550649188716546,26
dan,O,1390550649188716546,27
Wali,O,1390550649188716546,28
Kota,O,1390550649188716546,29
Surabaya,O,1390550649188716546,30
Eri,B-PER,1390550649188716546,31
Cahyadi,I-PER,1390550649188716546,32
.,O,1390550649188716546,33
Cc,O,1390550649188716546,34
:,O,1390550649188716546,35
@KementerianESDM,O,1390550649188716546,36
@KemensetnegRI,O,1390550649188716546,37
@JatimPemprov,O,1390550649188716546,38
@BanggaSurabaya,O,1390550649188716546,39
RT,O,1388701354001010691,0
@skeptisyit,O,1388701354001010691,1
:,O,1388701354001010691,2
gubernur,B-PER,1388701354001010691,3
jatim,I-PER,1388701354001010691,4
ini,O,1388701354001010691,5
doyan,O,1388701354001010691,6
bgt,O,1388701354001010691,7
pakai,O,1388701354001010691,8
buzzer,O,1388701354001010691,9
.,O,1388701354001010691,10
tim,O,1388701354001010691,11
promosinya,O,1388701354001010691,12
ganti,O,1388701354001010691,13
kek,O,1388701354001010691,14
bu,O,1388701354001010691,15
masa,O,1388701354001010691,16
kentara,O,1388701354001010691,17
bgt,O,1388701354001010691,18
buzzernya,O,1388701354001010691,19
bukannya,O,1388701354001010691,20
naik,O,1388701354001010691,21
malah,O,1388701354001010691,22
aneh,O,1388701354001010691,23
RT,O,1386794610739978242,0
@TutisoeAksoed,O,1386794610739978242,1
:,O,1386794610739978242,2
@aniesbaswedan,O,1386794610739978242,3
@pemkabngawi,O,1386794610739978242,4
@DKIJakarta,O,1386794610739978242,5
@FoodStation_Jkt,O,1386794610739978242,6
@KhofifahIP,O,1386794610739978242,7
Alhamdulillah....58,O,1386794610739978242,8
th,O,1386794610739978242,9
sebagai,O,1386794610739978242,10
warga,O,1386794610739978242,11
DKI,B-LOC,1386794610739978242,12
Jakarta,I-LOC,1386794610739978242,13
",",O,1386794610739978242,14
beberapa,O,1386794610739978242,15
tahun,O,1386794610739978242,16
terakhir,O,1386794610739978242,17
ini,O,1386794610739978242,18
merasa,O,1386794610739978242,19
tenang,O,1386794610739978242,20
nyaman,O,1386794610739978242,21
dan,O,1386794610739978242,22
bahagia,O,1386794610739978242,23
.,O,1386794610739978242,24
Semenjak,O,1386794610739978242,25
DKI,B-LOC,1386794610739978242,26
Jakarta,I-LOC,1386794610739978242,27
memiliki,O,1386794610739978242,28
Gubernur,O,1386794610739978242,29
&,O,1386794610739978242,30
amp,O,1386794610739978242,31
WaGub,O,1386794610739978242,32
yang,O,1386794610739978242,33
konsisten,O,1386794610739978242,34
dan,O,1386794610739978242,35
on,O,1386794610739978242,36
the,O,1386794610739978242,37
right,O,1386794610739978242,38
track,O,1386794610739978242,39
membangun,O,1386794610739978242,40
masyarakat,O,1386794610739978242,41
dan,O,1386794610739978242,42
kota,O,1386794610739978242,43
nya,O,1386794610739978242,44
.,O,1386794610739978242,45
Terimakasih,O,1386794610739978242,46
��,O,1386794610739978242,47
RT,O,1386127400572837888,0
@_selimutkuning,O,1386127400572837888,1
:,O,1386127400572837888,2
Asupan,O,1386127400572837888,3
susu,O,1386127400572837888,4
kotak,O,1386127400572837888,5
dan,O,1386127400572837888,6
kopiku,O,1386127400572837888,7
datang,O,1386127400572837888,8
semalam,O,1386127400572837888,9
bersama,O,1386127400572837888,10
7,O,1386127400572837888,11
mas,O,1386127400572837888,12
ganteng,O,1386127400572837888,13
������,O,1386127400572837888,14
dapaaaattt,O,1386127400572837888,15
!,O,1386127400572837888,16
Thank,O,1386127400572837888,17
you,O,1386127400572837888,18
minto,B-PER,1386127400572837888,19
@tokopedia,B-ORG,1386127400572837888,20
����,O,1386127400572837888,21
#TokopediaxBTSPhotoCard,O,1386127400572837888,22
#TokopediaxBTS,O,1386127400572837888,23
https://t.co/hWxYVOrWl2,O,1386127400572837888,24
RT,O,1386604343227416579,0
@PDemokrat,O,1386604343227416579,1
:,O,1386604343227416579,2
Ketum,O,1386604343227416579,3
AHY,B-PER,1386604343227416579,4
menghaturkan,O,1386604343227416579,5
terima,O,1386604343227416579,6
kasih,O,1386604343227416579,7
atas,O,1386604343227416579,8
sambutan,O,1386604343227416579,9
dan,O,1386604343227416579,10
kehangatan,O,1386604343227416579,11
masyarakat,O,1386604343227416579,12
Bumi,B-LOC,1386604343227416579,13
Lambung,I-LOC,1386604343227416579,14
Mangkurat,I-LOC,1386604343227416579,15
",",O,1386604343227416579,16
Kota,B-LOC,1386604343227416579,17
Banjarmasin,I-LOC,1386604343227416579,18
",",O,1386604343227416579,19
Kalimantan,B-LOC,1386604343227416579,20
Selatan,I-LOC,1386604343227416579,21
.,O,1386604343227416579,22
Sampai,O,1386604343227416579,23
jumpa,O,1386604343227416579,24
lagi,O,1386604343227416579,25
!,O,1386604343227416579,26
Sahabat,O,1386604343227416579,27
",",O,1386604343227416579,28
ikuti,O,1386604343227416579,29
terus,O,1386604343227416579,30
kisah,O,1386604343227416579,31
perjalanan,O,1386604343227416579,32
#SafariRamadhanAHY,B-EV,1386604343227416579,33
berikutnya,O,1386604343227416579,34
.,O,1386604343227416579,35
Terima,O,1386604343227416579,36
kasih,O,1386604343227416579,37
��,O,1386604343227416579,38
Sumber,O,1386604343227416579,39
:,O,1386604343227416579,40
https://t.co/JBFpynPCsI,O,1386604343227416579,41
https://t.co/ub07dh3itc,O,1386604343227416579,42
RT,O,1381243994017914881,0
@HendroP90921707,O,1381243994017914881,1
:,O,1381243994017914881,2
@hasmibakhtiar,O,1381243994017914881,3
@safirasafifra,O,1381243994017914881,4
Otak,B-WA,1381243994017914881,5
ketemu,I-WA,1381243994017914881,6
Otak,I-WA,1381243994017914881,7
",",O,1381243994017914881,8
Dengkul,I-WA,1381243994017914881,9
ketemu,I-WA,1381243994017914881,10
dengkul,I-WA,1381243994017914881,11
.,O,1381243994017914881,12
By,O,1381243994017914881,13
Rocky,B-PER,1381243994017914881,14
Gerung,I-PER,1381243994017914881,15
Peringati,O,1381243994017914881,16
Mosi,B-WA,1381243994017914881,17
Integral,I-WA,1381243994017914881,18
Mohammad,I-WA,1381243994017914881,19
Natsir,I-WA,1381243994017914881,20
",",O,1381243994017914881,21
Fadli,B-PER,1381243994017914881,22
Zon,I-PER,1381243994017914881,23
Hadiahkan,O,1381243994017914881,24
Karyanya,O,1381243994017914881,25
kepada,O,1381243994017914881,26
Anies,B-PER,1381243994017914881,27
Baswedan,I-PER,1381243994017914881,28
RT,O,1388065201719693312,0
@kangmul58,O,1388065201719693312,1
:,O,1388065201719693312,2
Turut,O,1388065201719693312,3
hadir,O,1388065201719693312,4
dalam,O,1388065201719693312,5
acara,O,1388065201719693312,6
