,sentence_id,words,labels
70,1380688640611786754,buah,O
71,1380688640611786754,semangka,O
72,1380688640611786754,pakai,O
73,1380688640611786754,alas,O
74,1380688640611786754,.,O
75,1380688640611786754,Potongnya,O
76,1380688640611786754,diatas,O
77,1380688640611786754,bak,O
78,1380688640611786754,.,O
79,1380688640611786754,Nonton,O
80,1380688640611786754,ulang,O
81,1380688640611786754,MAMAMOO,B-ORG
82,1380688640611786754,di,O
83,1380688640611786754,SHOPEE,B-PROD
84,1380688640611786754,dapat,O
85,1380688640611786754,iPhone,B-PROD
86,1380688640611786754,12.,I-PROD
87,1380688640611786754,SHOPEE,B-PROD
88,1380688640611786754,memeng,O
89,1380688640611786754,DAEBAK,O
90,1380688640611786754,.,O
91,1380688640611786754,��,O
92,1380688640611786754,SHOPEE,B-PROD
93,1380688640611786754,#TontonUlangMamamoo,O
94,1380688640611786754,#TontonUlangShopee44,O
95,1380688640611786754,Sukses,O
96,1380688640611786754,selalu,O
97,1380688640611786754,buat,O
98,1380688640611786754,Shopee,B-ORG
99,1380688640611786754,dan,O
100,1380688640611786754,sehat,O
101,1380688640611786754,selalu,O
102,1380688640611786754,buat,O
103,1380688640611786754,mimin,O
104,1380688640611786754,Shopee.��,B-ORG
105,1380688640611786754,DOA,O
106,1380688640611786754,dan,O
107,1380688640611786754,Semangat,O
108,1380688640611786754,��,O
109,1380688670282289153,RT,O
110,1380688670282289153,@kukluxcats,O
111,1380688670282289153,:,O
112,1380688670282289153,Selevel,O
113,1380688670282289153,gubernur,B-PER
114,1380688670282289153,Jatim,I-PER
115,1380688670282289153,aja,O
116,1380688670282289153,udah,O
117,1380688670282289153,maen,O
118,1380688670282289153,BuzzeRp,O
119,1380688670282289153,",",O
120,1380688670282289153,emang,O
121,1380688670282289153,udah,O
122,1380688670282289153,parah,O
123,1380688670282289153,kayanya,O
124,1380688670282289153,kompetensi,O
125,1380688670282289153,pejabat,O
126,1380688670282289153,kita,O
127,1380688670282289153,sampe,O
128,1380688670282289153,sampe,O
129,1380688670282289153,apa,O
130,1380688670282289153,apa,O
131,1380688670282289153,musti,O
132,1380688670282289153,dipromote,O
133,1380688670282289153,BuzzeRp,O
134,1380688670282289153,https://t.co/kfpglITYzw,O
135,1380691957861732359,@ShopeeID,O
136,1380691957861732359,Semoga,O
137,1380691957861732359,wangi,O
138,1380691957861732359,��,O
139,1380691957861732359,SHOPEE,B-PROD
140,1380691957861732359,#44ShopeeMamamoo,O
141,1380691957861732359,#ShopeexMamamoo,O
142,1380691957861732359,#AdaMamamoodiShopee,O
143,1380692463669547008,@andre_rosiade,B-PER
144,1380692463669547008,Kerja,O
145,1380692463669547008,nyata,O
146,1380692463669547008,kalian,O
147,1380692463669547008,ya,O
148,1380692463669547008,itu,O
149,1380692463669547008,dgn,O
150,1380692463669547008,bergabungnya,O
151,1380692463669547008,prabowo,B-PER
152,1380692463669547008,sandi,B-PER
153,1380692463669547008,menjadi,O
154,1380692463669547008,menteri,O
155,1380692463669547008,dan,O
156,1380692463669547008,apa,O
157,1380692463669547008,klian,O
158,1380692463669547008,yakin,O
159,1380692463669547008,bhw,O
160,1380692463669547008,kalaian,O
161,1380692463669547008,akan,O
162,1380692463669547008,menang,O
163,1380692463669547008,?,O
164,1380692463669547008,No,O
165,1380692463669547008,no,O
166,1380692463669547008,no,O
167,1380692463669547008,....,O
168,1380694749603053572,Avail,O
169,1380694749603053572,Jogja,B-LOC
170,1380694749603053572,COD,O
171,1380694749603053572,/,O
172,1380694749603053572,Cash,O
173,1380694749603053572,in,O
174,1380694749603053572,room,O
175,1380694749603053572,Open,O
176,1380694749603053572,Bebas,O
177,1380694749603053572,Crot,O
178,1380694749603053572,RR,O
179,1380694749603053572,???,O
180,1380694749603053572,⬇️⬇️⬇️,O
181,1380694749603053572,DM,O
182,1380694749603053572,#bojogja,O
183,1380694749603053572,#AvailJogja,O
184,1380694749603053572,#JogjaBO,O
185,1380694749603053572,#ExpoJOGJA,O
186,1380694749603053572,#openBOjogja,O
187,1380694749603053572,#AngelJogja,O
188,1380694749603053572,#jogjaincluderoom,O
189,1380694749603053572,https://t.co/uCetrgpwYb,O
190,1380695479676100608,Cuma,O
191,1380695479676100608,Pak,O
192,1380695479676100608,Prabowo,B-PER
193,1380695479676100608,yang,O
194,1380695479676100608,sudah,O
195,1380695479676100608,pasti,O
196,1380695479676100608,capres,O
197,1380695479676100608,lagi,O
198,1380695479676100608,sisa,O
199,1380695479676100608,nya,O
200,1380695479676100608,cawapres,O
201,1380695479676100608,potensial,O
202,1380695479676100608,bahkan,O
203,1380695479676100608,menteri,O
204,1380695479676100608,lagi,O
205,1380698005616005125,DI,O
206,1380698005616005125,ZAMAN,O
207,1380698005616005125,REZIM,O
208,1380698005616005125,PELINDUNG,O
209,1380698005616005125,KORUPTOR,O
210,1380698005616005125,",",O
211,1380698005616005125,PEGAWAI,O
212,1380698005616005125,BADAN,O
213,1380698005616005125,PELINDUNG,O
214,1380698005616005125,KORUPTOR,O
215,1380698005616005125,IKUT2AN,O
216,1380698005616005125,JADI,O
217,1380698005616005125,KORUPTOR,O
218,1380698005616005125,!,O
219,1380698005616005125,JawaPos,B-ORG
220,1380698005616005125,:,O
221,1380698005616005125,Curi,O
222,1380698005616005125,Emas,O
223,1380698005616005125,"1,9",O
224,1380698005616005125,Kg,O
225,1380698005616005125,dari,O
226,1380698005616005125,Barang,O
227,1380698005616005125,Bukti,O
228,1380698005616005125,",",O
229,1380698005616005125,Pegawai,O
230,1380698005616005125,KPK,B-ORG
231,1380698005616005125,Langsung,O
232,1380698005616005125,Dipecat,O
233,1380698005616005125,.,O
234,1380698005616005125,https://t.co/h0fE0CVz7m,O
235,1380698005616005125,#FPIdanIBHRSbukanTeroris,O
236,1380698005616005125,#PKIMusuhSemuaAgama,O
237,1380698005616005125,@GoogleNews,O
238,1380699057367130112,Terkait,O
239,1380699057367130112,bencana,O
240,1380699057367130112,yang,O
241,1380699057367130112,terjadi,O
242,1380699057367130112,di,O
243,1380699057367130112,Nusa,B-LOC
244,1380699057367130112,Tenggara,I-LOC
245,1380699057367130112,Timur,I-LOC
246,1380699057367130112,",",O
247,1380699057367130112,Gubernur,O
248,1380699057367130112,Jawa,O
249,1380699057367130112,Timur,O
250,1380699057367130112,Khofifah,B-PER
251,1380699057367130112,Indar,I-PER
252,1380699057367130112,Parawansa,I-PER
253,1380699057367130112,sblmnya,O
254,1380699057367130112,menyampaikan,O
255,1380699057367130112,duka,O
256,1380699057367130112,cita,O
257,1380699057367130112,mendalam,O
258,1380699057367130112,",",O
259,1380699057367130112,terutama,O
260,1380699057367130112,kpd,O
261,1380699057367130112,keluarga,O
262,1380699057367130112,korban,O
263,1380699057367130112,yang,O
264,1380699057367130112,meninggal,O
265,1380700021859872769,@cahbagu85720623,O
266,1380700021859872769,mau,O
267,1380700021859872769,renang,O
268,1380706739935318018,INDENPERS-MEDIA,B-ORG
269,1380706739935318018,Bak,O
270,1380706739935318018,Presiden,O
271,1380706739935318018,",",O
272,1380706739935318018,Ini,O
273,1380706739935318018,Aksi,O
274,1380706739935318018,Prabowo,B-PER
275,1380706739935318018,di,O
276,1380706739935318018,Atas,O
277,1380706739935318018,Limusin,O
278,1380706739935318018,Kor,O
279,1380706739935318018,.,O
280,1380706739935318018,https://t.co/6r5azDlaVE,O
281,1380716397886533633,RT,O
282,1380716397886533633,@umaralims,O
283,1380716397886533633,:,O
284,1380716397886533633,@geloraco,O
285,1380716397886533633,Kenapa,O
286,1380716397886533633,_,O
287,1380716397886533633,???,O
288,1380716397886533633,NU,B-ORG
289,1380716397886533633,10,O
290,1380716397886533633,thn,O
291,1380716397886533633,terakhir,O
292,1380716397886533633,(,O
293,1380716397886533633,selama,O
294,1380716397886533633,kepemimpinan,O
295,1380716397886533633,SAS,B-PER
296,1380716397886533633,),O
297,1380716397886533633,kehilangan,O
298,1380716397886533633,kehormatan,O
299,1380716397886533633,dan,O
300,1380716397886533633,kepercayaan,O
301,1380716397886533633,Nahdiyin,B-ORG
302,1380716397886533633,_,O
303,1380716397886533633,NU,B-ORG
304,1380716397886533633,dalam,O
305,1380716397886533633,sejarah,O
306,1380716397886533633,dekat,O
307,1380716397886533633,dgn,O
308,1380716397886533633,Nasakom,O
309,1380716397886533633,",",O
310,1380716397886533633,Rezim,B-ORG
311,1380716397886533633,Megawati,I-ORG
312,1380716397886533633,dan,O
313,1380716397886533633,kini,O
314,1380716397886533633,kembali,O
315,1380716397886533633,lebih,O
316,1380716397886533633,mesrah,O
317,1380716397886533633,dgn,O
318,1380716397886533633,Jokowi,B-PER
319,1380716397886533633,(,O
320,1380716397886533633,PDIP,B-ORG
321,1380717683470082049,Bentuk,O
322,1380717683470082049,Detasemen,B-ORG
323,1380717683470082049,Kawal,I-ORG
324,1380717683470082049,Khusus,I-ORG
325,1380717683470082049,Prabowo,B-PER
326,1380717683470082049,Turun,O
327,1380717683470082049,Sendiri,O
328,1380717683470082049,Memilih,O
329,1380717683470082049,Orang-orangnya,O
330,1380717683470082049,https://t.co/PVRT6s7vKc,O
331,1380717683470082049,#Terbaru,O
332,1380717683470082049,#berita,O
333,1380717683470082049,#bisnis,O
334,1380722811493318659,@ShopeeID,O
335,1380722811493318659,Wahai,O
336,1380722811493318659,orang-orang,O
337,1380722811493318659,yang,O
338,1380722811493318659,beriman,O
339,1380722811493318659,",",O
340,1380722811493318659,Bersabarlah,O
341,1380722811493318659,kamu,O
342,1380722811493318659,dan,O
343,1380722811493318659,kuatkanlah,O
344,1380722811493318659,kesabaranmu,O
345,1380722811493318659,dan,O
346,1380722811493318659,tetaplah,O
347,1380722811493318659,bersiap-siaga,O
348,1380722811493318659,dan,O
349,1380722811493318659,bertakwalah,O
350,1380722811493318659,kepada,O
351,1380722811493318659,Allah,O
352,1380722811493318659,agar,O
353,1380722811493318659,kamu,O
354,1380722811493318659,beruntung,O
355,1380722811493318659,.,O
356,1380722811493318659,–,O
357,1380722811493318659,(,O
358,1380722811493318659,Q.S,O
359,1380722811493318659,Ali,O
360,1380722811493318659,Imran,O
361,1380722811493318659,[3],O
362,1380722811493318659,:,O
363,1380722811493318659,200),O
364,1380722811493318659,SHOPEE,B-PROD
365,1380722811493318659,#44ShopeeMamamoo,O
366,1380722811493318659,#ShopeexMamamoo,O
367,1380722811493318659,#AdaMamamoodiShopee,O
368,1380722868967796736,RT,O
369,1380722868967796736,@amirnadhi,O
370,1380722868967796736,:,O
371,1380722868967796736,One,O
372,1380722868967796736,of,O
373,1380722868967796736,my,O
374,1380722868967796736,best,O
375,1380722868967796736,ramadhan,O
376,1380722868967796736,moment,O
377,1380722868967796736,adalah,O
378,1380722868967796736,dapat,O
379,1380722868967796736,buat,O
380,1380722868967796736,“iftar,O
381,1380722868967796736,hopping”,O
382,1380722868967796736,-,O
383,1380722868967796736,bukan,O
384,1380722868967796736,di,O
385,1380722868967796736,kedai,O
386,1380722868967796736,makan,O
387,1380722868967796736,tetapi,O
388,1380722868967796736,di,O
389,1380722868967796736,beberapa,O
390,1380722868967796736,rumah,O
391,1380722868967796736,kawan2,O
392,1380722868967796736,.,O
393,1380722868967796736,Habis,O
394,1380722868967796736,kelas,O
395,1380722868967796736,plan,O
396,1380722868967796736,nak,O
397,1380722868967796736,lawat,O
398,1380722868967796736,rumah,O
399,1380722868967796736,mana,O
400,1380722868967796736,",",O
401,1380722868967796736,dapatlah,O
402,1380722868967796736,menziarahi,O
403,1380722868967796736,mereka,O
404,1380722868967796736,yang,O
405,1380722868967796736,dah,O
406,1380722868967796736,lama,O
407,1380722868967796736,tak,O
408,1380722868967796736,jumpa,O
409,1380722868967796736,",",O
410,1380722868967796736,bawa,O
411,1380722868967796736,makanan,O
412,1380722868967796736,berbuka,O
413,1380722868967796736,",",O
414,1380722868967796736,merasa,O
415,1380722868967796736,masakan,O
416,1380722868967796736,tuan,O
417,1380722868967796736,rumah,O
418,1380722868967796736,",",O
419,1380722868967796736,berjemaah,O
420,1380722868967796736,sama-sama,O
421,1380722868967796736,https://t.co/b5Oo00LamZ,O
422,1380724949082509313,#Jogja,B-LOC
423,1380724949082509313,|,O
424,1380724949082509313,Serikat,O
425,1380724949082509313,Pekerja,O
426,1380724949082509313,di,O
427,1380724949082509313,Gunungkidul,B-LOC
428,1380724949082509313,Tolak,O
429,1380724949082509313,Pemberian,O
430,1380724949082509313,THR,O
431,1380724949082509313,dengan,O
432,1380724949082509313,Sistem,O
433,1380724949082509313,Dicicil,O
434,1380724949082509313,-,O
435,1380724949082509313,Haria,O
436,1380724949082509313,https://t.co/vH1OFTvIO2,O
437,1380728606209449984,@basetoko,O
438,1380728606209449984,��NETFLIX,B-PROD
439,1380728606209449984,ANTI,I-PROD
440,1380728606209449984,HOLD��,I-PROD
441,1380728606209449984,-,O
442,1380728606209449984,sharing,O
443,1380728606209449984,��1,O
444,1380728606209449984,Bulan,O
445,1380728606209449984,30k,O
446,1380728606209449984,��3,O
447,1380728606209449984,Bulan,O
448,1380728606209449984,70k,O
449,1380728606209449984,-,O
450,1380728606209449984,private,O
451,1380728606209449984,��1,O
452,1380728606209449984,Bulan,O
453,1380728606209449984,120k,O
454,1380728606209449984,��3,O
455,1380728606209449984,Bulan,O
456,1380728606209449984,260k,O
457,1380728606209449984,��Perpanjang,O
458,1380728606209449984,+,O
459,1380728606209449984,5k,O
460,1380728606209449984,��,O
461,1380728606209449984,Testi,O
462,1380728606209449984,ada,O
463,1380728606209449984,di,O
464,1380728606209449984,bio,O
465,1380728606209449984,✓,O
466,1380728606209449984,Trusted,O
467,1380728606209449984,✓,O
468,1380728606209449984,Legal,O
469,1380728606209449984,✓,O
470,1380728606209449984,Full,O
471,1380728606209449984,Garansi,O
472,1380728606209449984,✓,O
473,1380728606209449984,Murce,O
474,1380728606209449984,��,O
475,1380728606209449984,DM/WA[https://t.co/DvNyUxCDJL,B-PROD
476,1380728606209449984,],O
477,1380728606209449984,��,O
478,1380728606209449984,Payment,O
479,1380728606209449984,:,O
480,1380728606209449984,DANA,B-PROD
481,1380728606209449984,•,O
482,1380728606209449984,OVO,B-PROD
483,1380728606209449984,•,O
484,1380728606209449984,SHOPEE,B-PROD
485,1380728606209449984,PAY•,I-PROD
486,1380728606209449984,GOPAY,B-PROD
487,1380728606209449984,•,O
488,1380728606209449984,QRIS,B-PROD
489,1380732957199978496,#colbar,O
490,1380732957199978496,langsung,O
491,1380732957199978496,yang,O
492,1380732957199978496,di,O
493,1380732957199978496,jogja,B-LOC
494,1380732957199978496,#gayjogja,O
495,1380733534575362050,fwb,O
496,1380733534575362050,ada,O
497,1380733534575362050,rekomen,O
498,1380733534575362050,parfum,O
499,1380733534575362050,cowok,O
500,1380733534575362050,ga,O
501,1380733534575362050,?,O
502,1380733534575362050,budget,O
503,1380733534575362050,100-200k,O
504,1380733534575362050,tapi,O
505,1380733534575362050,yg,O
506,1380733534575362050,tahan,O
507,1380733534575362050,seharian,O
508,1380733534575362050,dan,O
509,1380733534575362050,wanginya,O
510,1380733534575362050,manly,O
511,1380733534575362050,ga,O
512,1380733534575362050,manis,O
513,1380733534575362050,rep,O
514,1380733534575362050,yaa,O
515,1380733534575362050,makasih,O
516,1380734036914499588,Pada,O
517,1380734036914499588,kasus,O
518,1380734036914499588,Marsinah,B-PER
519,1380734036914499588,juga,O
520,1380734036914499588,terjadi,O
521,1380734036914499588,pelanggaran,O
522,1380734036914499588,hak,O
523,1380734036914499588,atas,O
524,1380734036914499588,kondisi,O
525,1380734036914499588,yang,O
526,1380734036914499588,adil,O
527,1380734036914499588,dan,O
528,1380734036914499588,menguntungkan,O
529,1380734036914499588,di,O
530,1380734036914499588,tempat,O
531,1380734036914499588,kerja,O
532,1380734036914499588,",",O
533,1380734036914499588,termasuk,O
534,1380734036914499588,hak,O
535,1380734036914499588,mendapatkan,O
536,1380734036914499588,upah,O
537,1380734036914499588,yang,O
538,1380734036914499588,layak,O
539,1380734036914499588,dan,O
540,1380734036914499588,hak,O
541,1380734036914499588,mendapatkan,O
542,1380734036914499588,penghidupan,O
543,1380734036914499588,yang,O
544,1380734036914499588,layak,O
545,1380734036914499588,bagi,O
546,1380734036914499588,dirinya,O
547,1380734036914499588,dan,O
548,1380734036914499588,keluarganya,O
549,1380735296720019457,Gubernur,O
550,1380735296720019457,Khofifah,B-PER
551,1380735296720019457,Terima,O
552,1380735296720019457,Lencana,O
553,1380735296720019457,Kehormatan,O
554,1380735296720019457,Asthabrata,O
555,1380735296720019457,dari,O
556,1380735296720019457,IKAPTK,B-ORG
557,1380735296720019457,https://t.co/enN89BpcmE,O
558,1380735301916663812,@mengletha,O
559,1380735301916663812,.,O
560,1380735301916663812,HELOO,O
561,1380735301916663812,beli,O
562,1380735301916663812,di,O
563,1380735301916663812,@akuyench,B-PER
564,1380735301916663812,dia,O
565,1380735301916663812,jual,O
566,1380735301916663812,app,O
567,1380735301916663812,premium,O
568,1380735301916663812,murah,O
569,1380735301916663812,dan,O
570,1380735301916663812,bergaransi,O
571,1380735301916663812,ya����‍♀️,O
572,1380735301916663812,✨Trusted,O
573,1380735301916663812,✨Legal,O
574,1380735301916663812,✨Garansi,O
575,1380735301916663812,��bank.dana.ovo.gopay.shopeepay,B-PROD
576,1380735301916663812,❕testi,O
577,1380735301916663812,cek,O
578,1380735301916663812,ig,B-PROD
579,1380735301916663812,bundz,O
580,1380735301916663812,T,O
581,1380735301916663812,yg,O
582,1380735301916663812,jual,O
583,1380735301916663812,spotify,B-PROD
584,1380735301916663812,netflix,B-PROD
585,1380735301916663812,canva,B-PROD
586,1380735301916663812,viu,B-PROD
587,1380735301916663812,youtube,B-PROD
588,1380735301916663812,yt,B-PROD
589,1380735301916663812,iflix,B-PROD
590,1380735301916663812,vip,I-PROD
591,1380735301916663812,wetv,B-PROD
592,1380735301916663812,disney+hotstar,B-PROD
593,1380735301916663812,hs,B-PROD
594,1380735301916663812,premium,I-PROD
595,1380735301916663812,https://t.co/6qcEE9jBFI,O
596,1380735999286779905,@xylyyy,O
597,1380735999286779905,Sama,O
598,1380735999286779905,gue,O
599,1380735999286779905,juga,O
600,1380735999286779905,g,O
601,1380735999286779905,liburan��,O
602,1380737825692213250,@CommuterLine,O
603,1380737825692213250,krl,O
604,1380737825692213250,jogja,B-LOC
605,1380737825692213250,solo,B-LOC
606,1380737825692213250,boleh,O
607,1380737825692213250,membawa,O
608,1380737825692213250,balita,O
609,1380737951865266180,ni,O
610,1380737951865266180,jangan,O
611,1380737951865266180,jangan,O
612,1380737951865266180,nanti,O
613,1380737951865266180,solo,B-LOC
614,1380737951865266180,jadi,O
615,1380737951865266180,jogja,B-LOC
616,1380737951865266180,wannabe,O
617,1380737951865266180,di,O
618,1380737951865266180,tahun,O
619,1380742012450742275,@oma_chantik,O
620,1380742012450742275,iya,O
621,1380742012450742275,",",O
622,1380742012450742275,oma,O
623,1380742012450742275,.,O
624,1380742012450742275,mana,O
625,1380742012450742275,panas,O
626,1380742012450742275,banget,O
627,1380742012450742275,:(,O
628,1380742012450742275,Saya,O
629,1380742012450742275,klo,O
630,1380742012450742275,ke,O
631,1380742012450742275,jogja,B-LOC
632,1380742012450742275,males,O
633,1380742012450742275,keluar,O
634,1380742012450742275,udah,O
635,1380742012450742275,PW,O
636,1380742012450742275,di,O
637,1380742012450742275,hotel,O
638,1380742040909058048,@jonginiechan,O
639,1380742040909058048,Halooo,O
640,1380742040909058048,��,O
641,1380742040909058048,aku,O
642,1380742040909058048,jual,O
643,1380742040909058048,apk,O
644,1380742040909058048,premium,O
645,1380742040909058048,legal,O
646,1380742040909058048,loh,O
647,1380742040909058048,ada,O
648,1380742040909058048,:,O
649,1380742040909058048,t,O
650,1380742040909058048,.,O
651,1380742040909058048,jual,O
652,1380742040909058048,netflix,B-PROD
653,1380742040909058048,viu,B-PROD
654,1380742040909058048,spotify,B-PROD
655,1380742040909058048,hbo,B-PROD
656,1380742040909058048,iflix,B-PROD
657,1380742040909058048,wattpad,B-PROD
658,1380742040909058048,wetv,B-PROD
659,1380742040909058048,canva,B-PROD
660,1380742040909058048,drakorid,B-PROD
661,1380742040909058048,apple,B-PROD
662,1380742040909058048,musik,I-PROD
663,1380742040909058048,disney,B-PROD
664,1380742040909058048,app,I-PROD
665,1380742040909058048,premium,I-PROD
666,1380742040909058048,.,O
667,1380742040909058048,pastinya,O
668,1380742040909058048,legal,O
669,1380742040909058048,",",O
670,1380742040909058048,begaransi,O
671,1380742040909058048,",",O
672,1380742040909058048,bukan,O
673,1380742040909058048,apk,O
674,1380742040909058048,mod,O
675,1380742040909058048,yaa��,O
676,1380742040909058048,yuk,O
677,1380742040909058048,kalo,O
678,1380742040909058048,mau,O
679,1380742040909058048,order,O
680,1380742040909058048,apk,O
681,1380742040909058048,premium,O
682,1380742040909058048,bisa,O
683,1380742040909058048,langsung,O
684,1380742040909058048,dm,O
685,1380742040909058048,or,O
686,1380742040909058048,wa,B-PROD
687,1380742040909058048,aja��,O
688,1380742040909058048,https://t.co/8J2sGv9bAA,O
689,1380742085226029060,Apa,O
690,1380742085226029060,Pendapat,O
691,1380742085226029060,Netizen,O
692,1380742085226029060,?,O
693,1380742085226029060,Ketua,O
694,1380742085226029060,Umum,O
695,1380742085226029060,PDIP,B-ORG
696,1380742085226029060,Megawati,B-PER
697,1380742085226029060,Soekarnoputri,I-PER
698,1380742085226029060,mengimbau,O
699,1380742085226029060,para,O
700,1380742085226029060,kadernya,O
701,1380742085226029060,tidak,O
702,1380742085226029060,berpolitik,O
703,1380742085226029060,hanya,O
704,1380742085226029060,untuk,O
705,1380742085226029060,sekadar,O
706,1380742085226029060,mencari,O
707,1380742085226029060,uang,O
708,1380742085226029060,.,O
709,1380742085226029060,#TempoNasional,O
710,1380742085226029060,https://t.co/w6oeDq5d5i,O
711,1380742085226029060,Kalo,O
712,1380742085226029060,Ngembat,O
713,1380742085226029060,Uang,O
714,1380742085226029060,Bansos,O
715,1380742085226029060,?,O
716,1380742085226029060,https://t.co/k8EFFnSN9L,O
717,1380742085226029060,https://t.co/08XGJkRF2W,O
718,1380742127420809216,Aksi,O
719,1380742127420809216,Prabowo,B-PER
720,1380742127420809216,:,O
721,1380742127420809216,Disebut,O
722,1380742127420809216,Pentagon,B-ORG
723,1380742127420809216,",",O
724,1380742127420809216,Disambut,O
725,1380742127420809216,Korsel,B-ORG
726,1380742127420809216,https://t.co/TDNJvFRt5a,O
727,1380744222957957122,RT,O
728,1380744222957957122,@MimalKushairi,O
729,1380744222957957122,:,O
730,1380744222957957122,Mestilah,O
731,1380744222957957122,yang,O
732,1380744222957957122,terpaling,O
733,1380744222957957122,susu,O
734,1380744222957957122,pisang,O
735,1380744222957957122,punya,O
736,1380744222957957122,harga,O
737,1380744222957957122,paling,O
738,1380744222957957122,mahal,O
739,1380744222957957122,kakakakakjansnskaksksn,O
740,1380744260547321861,RT,O
741,1380744260547321861,@Romeo_RenyS,B-PER
742,1380744260547321861,:,O
743,1380744260547321861,Luar,O
744,1380744260547321861,biasa,O
745,1380744260547321861,.,O
746,1380744260547321861,Knp,O
747,1380744260547321861,tdk,O
748,1380744260547321861,sekalian,O
749,1380744260547321861,saja,O
750,1380744260547321861,nama,O
751,1380744260547321861,:,O
752,1380744260547321861,Susilo,B-PER
753,1380744260547321861,Bambang,I-PER
754,1380744260547321861,Yudhoyono,I-PER
755,1380744260547321861,Agus,B-PER
756,1380744260547321861,HarimurtiYudhoyono,I-PER
757,1380744260547321861,IbasYudhoyono,B-PER
758,1380744260547321861,Coba,O
759,1380744260547321861,di,O
760,1380744260547321861,patenkan,O
761,1380744260547321861,(,O
762,1380744260547321861,brngkali,O
763,1380744260547321861,bisa,O
764,1380744260547321861,.,O
765,1380744260547321861,https://t.co/Qu3s1Yoo3l,O
766,1380745305662967810,@asdrftyh,O
767,1380745305662967810,tapi,O
768,1380745305662967810,ditempatku,O
769,1380745305662967810,emang,O
770,1380745305662967810,ada,O
771,1380745305662967810,mandi,O
772,1380745305662967810,bola+prosotannya,O
773,1380745839711199232,@honcuk,O
774,1380745839711199232,Jogja,B-LOC
775,1380745839711199232,menurutku,O
776,1380745839711199232,jadi,O
777,1380745839711199232,banyak,O
778,1380745839711199232,“luar,O
779,1380745839711199232,biasa”,O
780,1380745839711199232,karena,O
781,1380745839711199232,mayoritaskan,O
782,1380745839711199232,pelajar,O
783,1380745839711199232,ya,O
784,1380745839711199232,.,O
785,1380745839711199232,banyak,O
786,1380745839711199232,yang,O
787,1380745839711199232,pacaran,O
788,1380745839711199232,",",O
789,1380745839711199232,atau,O
790,1380745839711199232,sekadar,O
791,1380745839711199232,teman,O
792,1380745839711199232,dekat,O
793,1380745839711199232,",",O
794,1380745839711199232,dsb,O
795,1380745839711199232,dsb,O
796,1380745839711199232,",",O
797,1380745839711199232,jadinya,O
798,1380745839711199232,spesial,O
799,1380745839711199232,karena,O
800,1380745839711199232,banyak,O
801,1380745839711199232,kenangan,O
802,1380754177433903107,@shmajn,O
803,1380754177433903107,@LilyZali,O
804,1380754177433903107,Salahkah,O
805,1380754177433903107,makcik,O
806,1380754177433903107,lily,B-PER
807,1380754177433903107,memperjuangkan,O
808,1380754177433903107,hak,O
809,1380754177433903107,belia,O
810,1380754177433903107,beliawanis,O
811,1380754177433903107,patut,O
812,1380754177433903107,diberi,O
813,1380754177433903107,gaji,O
814,1380754177433903107,setimpal..adoi,O
